BirdID,FinalSB,BodyMass,Stage,EP,Tissue,SiteEuth,DNAm,TLR4_RQ_proximal_intestine,TLR4_RQ_medial_intestine,TLR4_RQ_distal_intestine,TLR4_RQ_cecum
3158,3.5828935,21.7,Male,high,liver,CG01,1,2.602683711,3.249009585,4.34693945,9.221490774
3158,3.5828935,21.7,Male,high,liver,CG02,1,2.602683711,3.249009585,4.34693945,9.221490774
3158,3.5828935,21.7,Male,high,liver,CG03,1,2.602683711,3.249009585,4.34693945,9.221490774
3158,3.5828935,21.7,Male,high,liver,CG04,0,2.602683711,3.249009585,4.34693945,9.221490774
3158,3.5828935,21.7,Male,high,liver,CG05,0,2.602683711,3.249009585,4.34693945,9.221490774
3158,3.5828935,21.7,Male,high,blood,CG01,0,2.602683711,3.249009585,4.34693945,9.221490774
3158,3.5828935,21.7,Male,high,blood,CG02,0,2.602683711,3.249009585,4.34693945,9.221490774
3158,3.5828935,21.7,Male,high,blood,CG03,1,2.602683711,3.249009585,4.34693945,9.221490774
3158,3.5828935,21.7,Male,high,blood,CG04,0,2.602683711,3.249009585,4.34693945,9.221490774
3158,3.5828935,21.7,Male,high,blood,CG05,0,2.602683711,3.249009585,4.34693945,9.221490774
3158,3.5828935,21.7,Male,high,spleen,CG01,0,2.602683711,3.249009585,4.34693945,9.221490774
3158,3.5828935,21.7,Male,high,spleen,CG02,0,2.602683711,3.249009585,4.34693945,9.221490774
3158,3.5828935,21.7,Male,high,spleen,CG03,1,2.602683711,3.249009585,4.34693945,9.221490774
3158,3.5828935,21.7,Male,high,spleen,CG04,0,2.602683711,3.249009585,4.34693945,9.221490774
3158,3.5828935,21.7,Male,high,spleen,CG05,0,2.602683711,3.249009585,4.34693945,9.221490774
3159,NA,NA,NA,NA,liver,CG01,1,0.849684999,1,2.639015822,1.265756594
3159,NA,NA,NA,NA,liver,CG02,1,0.849684999,1,2.639015822,1.265756594
3159,NA,NA,NA,NA,liver,CG03,1,0.849684999,1,2.639015822,1.265756594
3159,NA,NA,NA,NA,liver,CG04,0,0.849684999,1,2.639015822,1.265756594
3159,NA,NA,NA,NA,liver,CG05,0,0.849684999,1,2.639015822,1.265756594
3159,NA,NA,NA,NA,blood,CG01,NA,0.849684999,1,2.639015822,1.265756594
3159,NA,NA,NA,NA,blood,CG02,NA,0.849684999,1,2.639015822,1.265756594
3159,NA,NA,NA,NA,blood,CG03,NA,0.849684999,1,2.639015822,1.265756594
3159,NA,NA,NA,NA,blood,CG04,NA,0.849684999,1,2.639015822,1.265756594
3159,NA,NA,NA,NA,blood,CG05,NA,0.849684999,1,2.639015822,1.265756594
3159,NA,NA,NA,NA,spleen,CG01,NA,0.849684999,1,2.639015822,1.265756594
3159,NA,NA,NA,NA,spleen,CG02,NA,0.849684999,1,2.639015822,1.265756594
3159,NA,NA,NA,NA,spleen,CG03,NA,0.849684999,1,2.639015822,1.265756594
3159,NA,NA,NA,NA,spleen,CG04,NA,0.849684999,1,2.639015822,1.265756594
3159,NA,NA,NA,NA,spleen,CG05,NA,0.849684999,1,2.639015822,1.265756594
3160,1.5291535,23.5,Female,high,liver,CG01,NA,0.366021424,0.632878297,0.829319546,3.580100284
3160,1.5291535,23.5,Female,high,liver,CG02,NA,0.366021424,0.632878297,0.829319546,3.580100284
3160,1.5291535,23.5,Female,high,liver,CG03,NA,0.366021424,0.632878297,0.829319546,3.580100284
3160,1.5291535,23.5,Female,high,liver,CG04,0,0.366021424,0.632878297,0.829319546,3.580100284
3160,1.5291535,23.5,Female,high,liver,CG05,0,0.366021424,0.632878297,0.829319546,3.580100284
3160,1.5291535,23.5,Female,high,blood,CG01,0,0.366021424,0.632878297,0.829319546,3.580100284
3160,1.5291535,23.5,Female,high,blood,CG02,0,0.366021424,0.632878297,0.829319546,3.580100284
3160,1.5291535,23.5,Female,high,blood,CG03,0,0.366021424,0.632878297,0.829319546,3.580100284
3160,1.5291535,23.5,Female,high,blood,CG04,0,0.366021424,0.632878297,0.829319546,3.580100284
3160,1.5291535,23.5,Female,high,blood,CG05,0,0.366021424,0.632878297,0.829319546,3.580100284
3160,1.5291535,23.5,Female,high,spleen,CG01,NA,0.366021424,0.632878297,0.829319546,3.580100284
3160,1.5291535,23.5,Female,high,spleen,CG02,NA,0.366021424,0.632878297,0.829319546,3.580100284
3160,1.5291535,23.5,Female,high,spleen,CG03,NA,0.366021424,0.632878297,0.829319546,3.580100284
3160,1.5291535,23.5,Female,high,spleen,CG04,NA,0.366021424,0.632878297,0.829319546,3.580100284
3160,1.5291535,23.5,Female,high,spleen,CG05,NA,0.366021424,0.632878297,0.829319546,3.580100284
3162,2.7850945,20.4,Male,low,liver,CG01,1,0.547146851,0.655196702,6.408559021,14.92852786
3162,2.7850945,20.4,Male,low,liver,CG02,1,0.547146851,0.655196702,6.408559021,14.92852786
3162,2.7850945,20.4,Male,low,liver,CG03,1,0.547146851,0.655196702,6.408559021,14.92852786
3162,2.7850945,20.4,Male,low,liver,CG04,0,0.547146851,0.655196702,6.408559021,14.92852786
3162,2.7850945,20.4,Male,low,liver,CG05,0,0.547146851,0.655196702,6.408559021,14.92852786
3162,2.7850945,20.4,Male,low,blood,CG01,0,0.547146851,0.655196702,6.408559021,14.92852786
3162,2.7850945,20.4,Male,low,blood,CG02,0,0.547146851,0.655196702,6.408559021,14.92852786
3162,2.7850945,20.4,Male,low,blood,CG03,0,0.547146851,0.655196702,6.408559021,14.92852786
3162,2.7850945,20.4,Male,low,blood,CG04,0,0.547146851,0.655196702,6.408559021,14.92852786
3162,2.7850945,20.4,Male,low,blood,CG05,0,0.547146851,0.655196702,6.408559021,14.92852786
3162,2.7850945,20.4,Male,low,spleen,CG01,0,0.547146851,0.655196702,6.408559021,14.92852786
3162,2.7850945,20.4,Male,low,spleen,CG02,0,0.547146851,0.655196702,6.408559021,14.92852786
3162,2.7850945,20.4,Male,low,spleen,CG03,1,0.547146851,0.655196702,6.408559021,14.92852786
3162,2.7850945,20.4,Male,low,spleen,CG04,0,0.547146851,0.655196702,6.408559021,14.92852786
3162,2.7850945,20.4,Male,low,spleen,CG05,0,0.547146851,0.655196702,6.408559021,14.92852786
3163,2.954923,19.6,Female,low,liver,CG01,0,0,0,NA,6.147500725
3163,2.954923,19.6,Female,low,liver,CG02,1,0,0,NA,6.147500725
3163,2.954923,19.6,Female,low,liver,CG03,1,0,0,NA,6.147500725
3163,2.954923,19.6,Female,low,liver,CG04,0,0,0,NA,6.147500725
3163,2.954923,19.6,Female,low,liver,CG05,0,0,0,NA,6.147500725
3163,2.954923,19.6,Female,low,blood,CG01,0,0,0,NA,6.147500725
3163,2.954923,19.6,Female,low,blood,CG02,1,0,0,NA,6.147500725
3163,2.954923,19.6,Female,low,blood,CG03,1,0,0,NA,6.147500725
3163,2.954923,19.6,Female,low,blood,CG04,0,0,0,NA,6.147500725
3163,2.954923,19.6,Female,low,blood,CG05,0,0,0,NA,6.147500725
3163,2.954923,19.6,Female,low,spleen,CG01,0,0,0,NA,6.147500725
3163,2.954923,19.6,Female,low,spleen,CG02,1,0,0,NA,6.147500725
3163,2.954923,19.6,Female,low,spleen,CG03,1,0,0,NA,6.147500725
3163,2.954923,19.6,Female,low,spleen,CG04,0,0,0,NA,6.147500725
3163,2.954923,19.6,Female,low,spleen,CG05,0,0,0,NA,6.147500725
3166,3.181361,21.3,Female,low,liver,CG01,1,0.716977624,0.083042863,NA,NA
3166,3.181361,21.3,Female,low,liver,CG02,1,0.716977624,0.083042863,NA,NA
3166,3.181361,21.3,Female,low,liver,CG03,1,0.716977624,0.083042863,NA,NA
3166,3.181361,21.3,Female,low,liver,CG04,0,0.716977624,0.083042863,NA,NA
3166,3.181361,21.3,Female,low,liver,CG05,0,0.716977624,0.083042863,NA,NA
3166,3.181361,21.3,Female,low,blood,CG01,0,0.716977624,0.083042863,NA,NA
3166,3.181361,21.3,Female,low,blood,CG02,0,0.716977624,0.083042863,NA,NA
3166,3.181361,21.3,Female,low,blood,CG03,1,0.716977624,0.083042863,NA,NA
3166,3.181361,21.3,Female,low,blood,CG04,0,0.716977624,0.083042863,NA,NA
3166,3.181361,21.3,Female,low,blood,CG05,0,0.716977624,0.083042863,NA,NA
3166,3.181361,21.3,Female,low,spleen,CG01,NA,0.716977624,0.083042863,NA,NA
3166,3.181361,21.3,Female,low,spleen,CG02,NA,0.716977624,0.083042863,NA,NA
3166,3.181361,21.3,Female,low,spleen,CG03,NA,0.716977624,0.083042863,NA,NA
3166,3.181361,21.3,Female,low,spleen,CG04,NA,0.716977624,0.083042863,NA,NA
3166,3.181361,21.3,Female,low,spleen,CG05,NA,0.716977624,0.083042863,NA,NA
3167,1.875393,21.5,Juvenile,high,liver,CG01,1,1.168777249,1.399585866,4.069918768,3.193193545
3167,1.875393,21.5,Juvenile,high,liver,CG02,1,1.168777249,1.399585866,4.069918768,3.193193545
3167,1.875393,21.5,Juvenile,high,liver,CG03,1,1.168777249,1.399585866,4.069918768,3.193193545
3167,1.875393,21.5,Juvenile,high,liver,CG04,0,1.168777249,1.399585866,4.069918768,3.193193545
3167,1.875393,21.5,Juvenile,high,liver,CG05,1,1.168777249,1.399585866,4.069918768,3.193193545
3167,1.875393,21.5,Juvenile,high,blood,CG01,1,1.168777249,1.399585866,4.069918768,3.193193545
3167,1.875393,21.5,Juvenile,high,blood,CG02,1,1.168777249,1.399585866,4.069918768,3.193193545
3167,1.875393,21.5,Juvenile,high,blood,CG03,1,1.168777249,1.399585866,4.069918768,3.193193545
3167,1.875393,21.5,Juvenile,high,blood,CG04,0,1.168777249,1.399585866,4.069918768,3.193193545
3167,1.875393,21.5,Juvenile,high,blood,CG05,0,1.168777249,1.399585866,4.069918768,3.193193545
3167,1.875393,21.5,Juvenile,high,spleen,CG01,NA,1.168777249,1.399585866,4.069918768,3.193193545
3167,1.875393,21.5,Juvenile,high,spleen,CG02,NA,1.168777249,1.399585866,4.069918768,3.193193545
3167,1.875393,21.5,Juvenile,high,spleen,CG03,NA,1.168777249,1.399585866,4.069918768,3.193193545
3167,1.875393,21.5,Juvenile,high,spleen,CG04,NA,1.168777249,1.399585866,4.069918768,3.193193545
3167,1.875393,21.5,Juvenile,high,spleen,CG05,NA,1.168777249,1.399585866,4.069918768,3.193193545
3168,2.251912,22,Male,low,liver,CG01,0,2.897884309,2.128740365,5.098242509,4.301977562
3168,2.251912,22,Male,low,liver,CG02,1,2.897884309,2.128740365,5.098242509,4.301977562
3168,2.251912,22,Male,low,liver,CG03,1,2.897884309,2.128740365,5.098242509,4.301977562
3168,2.251912,22,Male,low,liver,CG04,0,2.897884309,2.128740365,5.098242509,4.301977562
3168,2.251912,22,Male,low,liver,CG05,0,2.897884309,2.128740365,5.098242509,4.301977562
3168,2.251912,22,Male,low,blood,CG01,0,2.897884309,2.128740365,5.098242509,4.301977562
3168,2.251912,22,Male,low,blood,CG02,1,2.897884309,2.128740365,5.098242509,4.301977562
3168,2.251912,22,Male,low,blood,CG03,1,2.897884309,2.128740365,5.098242509,4.301977562
3168,2.251912,22,Male,low,blood,CG04,0,2.897884309,2.128740365,5.098242509,4.301977562
3168,2.251912,22,Male,low,blood,CG05,0,2.897884309,2.128740365,5.098242509,4.301977562
3168,2.251912,22,Male,low,spleen,CG01,1,2.897884309,2.128740365,5.098242509,4.301977562
3168,2.251912,22,Male,low,spleen,CG02,1,2.897884309,2.128740365,5.098242509,4.301977562
3168,2.251912,22,Male,low,spleen,CG03,1,2.897884309,2.128740365,5.098242509,4.301977562
3168,2.251912,22,Male,low,spleen,CG04,0,2.897884309,2.128740365,5.098242509,4.301977562
3168,2.251912,22,Male,low,spleen,CG05,0,2.897884309,2.128740365,5.098242509,4.301977562
3170,3.660567,24.3,Male,low,liver,CG01,1,1.209994089,2.828427125,1.328685814,2.321407829
3170,3.660567,24.3,Male,low,liver,CG02,1,1.209994089,2.828427125,1.328685814,2.321407829
3170,3.660567,24.3,Male,low,liver,CG03,1,1.209994089,2.828427125,1.328685814,2.321407829
3170,3.660567,24.3,Male,low,liver,CG04,0,1.209994089,2.828427125,1.328685814,2.321407829
3170,3.660567,24.3,Male,low,liver,CG05,0,1.209994089,2.828427125,1.328685814,2.321407829
3170,3.660567,24.3,Male,low,blood,CG01,1,1.209994089,2.828427125,1.328685814,2.321407829
